ID,Name,Team,Number,Birth Year,Birth Month,Birth Day,Position,Pitching Hand,Underhand,Batting Hand,Height (cm),Weight (kg),Career,Contract Payment,Payment Unit,Salary,Salary Unit,Draft Year,Draft Team,Draft Detail,Joined Year,Joined Team,Data Errors
91764,김일훈,한화 이글스,,1973.0,2.0,28.0,Infielder,Right,False,Right,0.0,0.0,강릉고,,,,,,,,91.0,빙그레,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91772,공용우,한화 이글스,,1972.0,8.0,12.0,Pitcher,Right,False,Right,0.0,0.0,강릉고,,,,,,,,95.0,한화,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91776,장진성,한화 이글스,,1972.0,10.0,20.0,Infielder,Right,False,Right,0.0,0.0,대전고,,,,,,,,94.0,한화,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91778,박상현,한화 이글스,,1972.0,8.0,18.0,Outfielder,Right,False,Right,0.0,0.0,대전고,,,,,,,,92.0,빙그레,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91803,김기태,KIA 타이거즈,77.0,1969.0,5.0,23.0,,Left,False,Left,180.0,85.0,광주서림초-충장중-광주제일고-인하대-쌍방울-삼성-SK,25000.0,만원,50000.0,만원,,,,91.0,쌍방울,"Draft (18, 19, 20):    "
91806,정학원,쌍방울 레이더스,,1968.0,8.0,3.0,Infielder,Right,False,Right,0.0,0.0,원광대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91809,송인호,LG 트윈스,,1968.0,12.0,27.0,Infielder,Right,False,Right,0.0,0.0,원광대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91818,조규제,삼성 라이온즈,75.0,1967.0,10.0,7.0,,Left,False,Left,173.0,72.0,금광초-군산중-군산상고-연세대-쌍방울-현대-SK-현대-KIA,,,8800.0,만원,91.0,쌍방울,1차,91.0,쌍방울,"Contract Payment (14, 15):    "
91819,권영진,롯데 자이언츠,,1968.0,3.0,15.0,Pitcher,Right,False,Right,0.0,0.0,영남대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91821,강길용,두산 베어스,41.0,1968.0,10.0,14.0,Pitcher,Right,False,Right,175.0,68.0,광주제일고-동국대-쌍방울,,,,,,,,91.0,쌍방울,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91823,김상재,롯데 자이언츠,,1968.0,4.0,24.0,Infielder,Right,False,Right,0.0,0.0,동아대,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91831,박성기,KT 위즈,86.0,1969.0,1.0,20.0,,Left,False,Left,174.0,80.0,전주중앙초-전라중-전주고-원광대-쌍방울-롯데-한화,,,6000.0,만원,91.0,쌍방울,특별지명,91.0,쌍방울,"Contract Payment (14, 15):    "
91833,김기덕,SK 와이번스,30.0,1968.0,6.0,4.0,Pitcher,Right,True,Right,176.0,80.0,동대문상고-한양대-쌍방울,1700.0,만원,6700.0,만원,,,,91.0,쌍방울,"Draft (18, 19, 20):    "
91835,박기택,해태 타이거즈,,1968.0,11.0,10.0,Outfielder,Right,False,Right,0.0,0.0,인하대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91838,김경수,쌍방울 레이더스,,1967.0,4.0,9.0,Infielder,Right,False,Right,0.0,0.0,연세대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91848,김원형,두산 베어스,70.0,1972.0,7.0,5.0,,Right,False,Right,177.0,75.0,전주중앙초-전주동중-전주고-쌍방울-SK,,,11500.0,만원,,,,91.0,쌍방울,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
91868,노춘섭,쌍방울 레이더스,,1968.0,8.0,5.0,Pitcher,Right,False,Right,0.0,0.0,단국대,,,,,,,,93.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91870,강남규,쌍방울 레이더스,,1968.0,8.0,4.0,Outfielder,Left,False,Left,0.0,0.0,영남대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91871,최준호,쌍방울 레이더스,,1966.0,10.0,20.0,Outfielder,Left,False,Left,0.0,0.0,오산고-연세대,,,,,,,,89.0,MBC,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91872,고승훈,쌍방울 레이더스,,1969.0,1.0,21.0,Outfielder,Right,False,Right,0.0,0.0,성균관대,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91875,김정수,쌍방울 레이더스,,1972.0,11.0,16.0,Infielder,Right,False,Right,0.0,0.0,전주고,,,,,,,,93.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91876,유성기,쌍방울 레이더스,,1972.0,10.0,9.0,Infielder,Right,False,Right,0.0,0.0,전주고,,,,,,,,91.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91879,김형태,쌍방울 레이더스,,1969.0,9.0,7.0,Infielder,Right,False,Right,0.0,0.0,원광대 중퇴,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91884,김동수,쌍방울 레이더스,,1968.0,8.0,4.0,Pitcher,Left,False,Left,,,경성대,,,,,,,,91.0,쌍방울,"Number (3):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
91899,박진석,SK 와이번스,28.0,1968.0,1.0,8.0,Pitcher,Right,False,Right,179.0,80.0,군산상고-원광대-쌍방울,,,3100.0,만원,,,,91.0,쌍방울,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
91960,임채섭,OB 베어스,,1963.0,12.0,25.0,Infielder,Right,False,Right,0.0,0.0,휘문고-건국대,,,,,,,,88.0,OB,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92201,조중석,OB 베어스,,1972.0,3.0,2.0,Pitcher,Right,False,Right,0.0,0.0,한서고,,,,,,,,92.0,OB,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92202,권명철,두산 베어스,82.0,1969.0,10.0,28.0,,Right,False,Right,183.0,90.0,서화초-동인천중-인천고-인하대-OB-해태-SK-두산,,,13000.0,만원,,,,92.0,OB,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92204,조경택,두산 베어스,72.0,1970.0,11.0,25.0,,Right,False,Right,183.0,94.0,원주중앙초-원주중-원주고-OB-한화,,,10500.0,만원,,,,92.0,OB,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92206,이전진,OB 베어스,,1972.0,11.0,14.0,Infielder,Right,False,Right,0.0,0.0,한서고,,,,,,,,92.0,OB,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92207,안경현,SK 와이번스,33.0,1970.0,2.0,13.0,Infielder,Right,False,Right,182.0,82.0,중앙초-원주중-원주고-연세대-OB-두산,4300.0,만원,7000.0,만원,92.0,OB,2차,99.0,두산,
92209,소상영,OB 베어스,,1973.0,10.0,29.0,Infielder,Right,False,Right,0.0,0.0,경기상고,,,,,,,,93.0,OB,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92210,김정규,두산 베어스,5.0,1973.0,8.0,27.0,Infielder,Right,False,Right,183.0,80.0,덕수상고,,,,,,,,94.0,OB,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92211,장원진,두산 베어스,76.0,1969.0,6.0,15.0,,Right,False,양타,188.0,97.0,대전신흥초-상인천중-인천고-인하대-OB-두산,,,10000.0,만원,,,,92.0,OB,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92220,이상현,OB 베어스,,1969.0,7.0,15.0,Pitcher,Left,False,Left,0.0,0.0,인하대,,,,,,,,92.0,OB,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92271,노석기,OB 베어스,,1971.0,8.0,4.0,Pitcher,Left,False,Left,0.0,0.0,경기상고,,,,,,,,92.0,OB,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92301,정민태,한화 이글스,76.0,1970.0,3.0,1.0,,Right,False,Right,183.0,90.0,인천숭의초-동산중-동산고-한양대-태평양-현대-KIA,,,9000.0,만원,,,,92.0,태평양,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92302,안병원,넥센 히어로즈,70.0,1973.0,10.0,3.0,,Right,False,Right,185.0,97.0,원주명륜초-원주중-원주고-태평양-현대-LG,,,5600.0,만원,,,,92.0,태평양,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92303,장광호,SK 와이번스,82.0,1967.0,4.0,14.0,,Right,False,Right,182.0,85.0,서림초-동산중-동산고-인하대-태평양-현대-SK-현대,,,9000.0,만원,,,,92.0,태평양,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92304,이재주,KIA 타이거즈,25.0,1973.0,12.0,25.0,Infielder,Right,False,Right,188.0,100.0,노암초-경포중-강릉고-태평양-현대-KIA,8000.0,만원,12000.0,만원,,,,92.0,태평양,"Draft (18, 19, 20):    "
92306,황윤성,두산 베어스,10.0,1974.0,3.0,14.0,Infielder,Left,False,Left,185.0,88.0,제물포고-태평양-현대-KIA,,,3900.0,만원,,,,92.0,태평양,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92307,유영환,태평양 돌핀스,,1969.0,2.0,15.0,Infielder,Right,False,Right,0.0,0.0,경남대,,,,,,,,92.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92308,이경호,현대 유니콘스,,1973.0,9.0,7.0,Pitcher,Right,False,Right,0.0,0.0,강릉고,,,,,,,,93.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92309,서정민,태평양 돌핀스,,1969.0,10.0,10.0,Outfielder,Right,False,Right,0.0,0.0,홍익대,,,,,,,,92.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92310,장덕영,태평양 돌핀스,,1968.0,6.0,3.0,Outfielder,Right,False,Right,0.0,0.0,영남대,,,,,,,,92.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92311,오상욱,태평양 돌핀스,,1972.0,10.0,6.0,Outfielder,Right,False,Right,0.0,0.0,제물포고,,,,,,,,92.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92313,김흥만,태평양 돌핀스,,1972.0,6.0,10.0,Pitcher,Right,False,Right,0.0,0.0,부평고,,,,,,,,92.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92401,김태한,삼성 라이온즈,82.0,1969.0,10.0,22.0,,Left,False,Left,181.0,87.0,대구초-대구중-대구상고-계명대-삼성-SK,,,13000.0,만원,,,,92.0,삼성,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92402,박철수,삼성 라이온즈,,1969.0,11.0,16.0,Pitcher,Right,False,Right,0.0,0.0,단국대,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92403,오봉옥,한화 이글스,67.0,1968.0,7.0,8.0,Pitcher,Right,False,Right,182.0,96.0,포철공고-삼성-쌍방울-해태-KIA,,,10000.0,만원,,,,92.0,삼성,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92404,곽채진,두산 베어스,60.0,1973.0,3.0,1.0,Pitcher,Right,False,Right,188.0,94.0,경주고-삼성-해태-KIA,2500.0,만원,3000.0,만원,,,,94.0,삼성,"Draft (18, 19, 20):    "
92405,김정민,삼성 라이온즈,,1969.0,5.0,24.0,Catcher,Right,False,Right,0.0,0.0,동아대,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92406,박철희,삼성 라이온즈,,1968.0,2.0,15.0,Infielder,Right,False,Right,0.0,0.0,단국대,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92407,김태룡,롯데 자이언츠,73.0,1968.0,2.0,23.0,,Right,False,Right,175.0,75.0,대전현암초-한밭중-청주고-계명대-삼성-해태-KIA,,,9700.0,만원,,,,92.0,삼성,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92408,전종진,삼성 라이온즈,,1972.0,8.0,6.0,Infielder,Right,False,Right,0.0,0.0,경북고,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92409,한기철,쌍방울 레이더스,,1969.0,6.0,20.0,Outfielder,Right,False,Right,0.0,0.0,단국대,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92410,박광율,삼성 라이온즈,,1970.0,2.0,27.0,Outfielder,Right,False,Right,0.0,0.0,연세대,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92411,동봉철,경찰,73.0,1970.0,1.0,2.0,,Left,False,Left,180.0,85.0,신일고-중앙대-삼성-해태-LG-한화-쌍방울,,,,,,,,92.0,삼성,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92412,강두곤,삼성 라이온즈,,1969.0,4.0,29.0,Infielder,Right,False,Right,0.0,0.0,경남대,,,,,,,,92.0,삼성,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92501,가득염,LG 트윈스,78.0,1969.0,10.0,1.0,,Left,False,Left,184.0,81.0,대동초-충남중-대전고-동국대-롯데-SK,,,8500.0,만원,,,,92.0,롯데,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92502,김상현,롯데 자이언츠,,1968.0,4.0,28.0,Pitcher,Right,False,Right,0.0,0.0,동아대,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92503,이요섭,롯데 자이언츠,,1969.0,5.0,2.0,Pitcher,Right,False,Right,0.0,0.0,건국대,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92504,배숙현,롯데 자이언츠,,1969.0,3.0,30.0,Pitcher,Right,False,Right,0.0,0.0,경희대,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92506,윤형배,KT 위즈,76.0,1969.0,4.0,20.0,,Right,False,Right,181.0,87.0,남일초-대신중-경남고-경성대-롯데-쌍방울,,,7500.0,만원,,,,97.0,쌍방울,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92508,염종석,롯데 자이언츠,68.0,1973.0,3.0,20.0,,Right,False,Right,192.0,100.0,부산중앙초-초량중-부산고-롯데,,,6600.0,만원,,,,92.0,롯데,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92509,강성우,KT 위즈,77.0,1970.0,1.0,5.0,,Right,False,Right,173.0,80.0,대신초-대신중-경남상고-단국대-롯데-SK,,,9800.0,만원,,,,92.0,롯데,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92510,박계원,SK 와이번스,85.0,1970.0,2.0,4.0,,Right,False,Right,186.0,85.0,부산대연초-부산중-부산고-고려대-롯데-쌍방울-해태-SK,,,10800.0,만원,,,,92.0,롯데,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92511,김미호,쌍방울 레이더스,,1967.0,10.0,7.0,Infielder,Right,False,Right,0.0,0.0,인천전문대,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92512,박지환,쌍방울 레이더스,,1969.0,10.0,20.0,Infielder,Right,False,Right,0.0,0.0,영남대,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92514,이태환,롯데 자이언츠,,1974.0,3.0,9.0,Infielder,Right,False,Right,0.0,0.0,경남고,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92515,김행희,롯데 자이언츠,,1966.0,12.0,12.0,Infielder,Left,False,Left,0.0,0.0,일본 삼본송고,,,,,,,,92.0,롯데,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92517,곽재성,롯데 자이언츠,55.0,1973.0,7.0,24.0,Pitcher,Right,False,Right,191.0,98.0,경남상고-롯데,,,,,,,,93.0,롯데,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92601,양승철,해태 타이거즈,,1973.0,4.0,4.0,Pitcher,Right,False,Right,0.0,0.0,진흥고,,,,,,,,92.0,해태,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92602,김봉영,해태 타이거즈,30.0,1973.0,2.0,25.0,Pitcher,Right,False,Right,185.0,85.0,광주제일고,,,,,,,,92.0,해태,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92607,김병조,해태 타이거즈,,1969.0,5.0,2.0,Outfielder,Right,False,Right,0.0,0.0,성균관대,,,,,,,,92.0,해태,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92608,김태동,해태 타이거즈,,1970.0,12.0,12.0,Outfielder,Right,False,Right,0.0,0.0,단국대,,,,,,,,92.0,해태,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92609,구한성,쌍방울 레이더스,,1970.0,1.0,7.0,Infielder,Right,False,Right,0.0,0.0,인하대,,,,,,,,92.0,해태,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92610,신경호,해태 타이거즈,,1972.0,3.0,7.0,Outfielder,Right,False,Right,0.0,0.0,광주상고,,,,,,,,93.0,해태,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92612,박재벌,해태 타이거즈,,1968.0,9.0,17.0,Outfielder,Left,False,Left,0.0,0.0,건국대,,,,,,,,92.0,해태,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92701,지연규,NC 다이노스,76.0,1969.0,8.0,15.0,,Right,False,Right,185.0,84.0,시목초-천안북중-북일고-동아대-빙그레-한화,,,11000.0,만원,,,,92.0,빙그레,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92702,김재성,한화 이글스,,1969.0,5.0,27.0,Pitcher,Right,False,Right,0.0,0.0,경성대,,,,,,,,92.0,빙그레,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92704,정민철,한화 이글스,88.0,1972.0,3.0,28.0,,Right,False,Right,187.0,81.0,대전신흥초-충남중-대전고-빙그레-한화,,,7000.0,만원,,,,92.0,빙그레,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92707,서석기,한화 이글스,12.0,1970.0,1.0,10.0,Catcher,Right,False,Right,177.0,79.0,강릉고-경성대,1500.0,만원,1050.0,만원,,,,92.0,빙그레,"Draft (18, 19, 20):    "
92708,김홍집,한화 이글스,,1969.0,9.0,16.0,Catcher,Right,False,Right,0.0,0.0,동아대,,,,,,,,92.0,빙그레,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92711,김일혁,한화 이글스,,1970.0,1.0,26.0,Outfielder,Right,False,Right,0.0,0.0,인하대,,,,,,,,92.0,빙그레,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92712,신일호,빙그레 이글스,,1969.0,8.0,12.0,Infielder,Right,False,Right,0.0,0.0,경성대,,,,,,,,92.0,빙그레,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92801,방극천,쌍방울 레이더스,,1969.0,3.0,19.0,Pitcher,Right,False,Right,0.0,0.0,원광대,,,,,,,,94.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92802,임창식,한화 이글스,29.0,1969.0,3.0,7.0,Pitcher,Right,False,Right,182.0,85.0,동산고-경남대-쌍방울,,,3500.0,만원,,,,92.0,쌍방울,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92803,신현대,쌍방울 레이더스,,1969.0,1.0,29.0,Pitcher,Right,False,Right,0.0,0.0,성균관대,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92806,황태호,쌍방울 레이더스,,1967.0,4.0,11.0,Pitcher,Right,False,Right,0.0,0.0,동범고,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92809,박경완,SK 와이번스,80.0,1972.0,7.0,11.0,,Right,False,Right,178.0,76.0,전주중앙초-전주동중-전주고-쌍방울-현대-SK,,,13500.0,만원,91.0,쌍방울,고졸신인,91.0,쌍방울,"Contract Payment (14, 15):    "
92812,유태영,쌍방울 레이더스,,1969.0,12.0,12.0,Infielder,Right,False,Right,0.0,0.0,한양대,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92815,강효섭,쌍방울 레이더스,,1973.0,11.0,16.0,Infielder,Right,False,Right,0.0,0.0,군산상고,,,,,,,,93.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92816,이상대,쌍방울 레이더스,,1967.0,1.0,18.0,Outfielder,Left,False,Left,0.0,0.0,포철공고-성균관대,,,,,,,,89.0,태평양,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92817,우효동,쌍방울 레이더스,,1970.0,2.0,9.0,Outfielder,Right,False,Right,0.0,0.0,경성대,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92818,유영원,쌍방울 레이더스,,1969.0,9.0,8.0,Infielder,Right,False,Right,0.0,0.0,한양대,,,,,,,,92.0,쌍방울,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92901,차명석,KT 위즈,90.0,1969.0,4.0,20.0,,Right,False,Right,183.0,92.0,사당초-성남중-성남고-건국대-LG,,,13000.0,만원,,,,92.0,LG,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92904,김상모,LG 트윈스,,1969.0,12.0,19.0,Catcher,Right,False,Right,0.0,0.0,홍익대,,,,,,,,92.0,LG,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
92905,김정준,한화 이글스,94.0,1970.0,2.0,11.0,,Right,False,Right,181.0,84.0,충암초-충암중-충암고-연세대-LG,,,9500.0,만원,,,,92.0,LG,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92906,박종호,상무,71.0,1973.0,7.0,27.0,,Right,False,양타,176.0,83.0,구암초-성남중-성남고-LG-현대-삼성-LG,,,7500.0,만원,,,,92.0,LG,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
92907,조병일,LG 트윈스,,1967.0,12.0,9.0,Outfielder,Right,False,Right,0.0,0.0,인천전문,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
92913,노종우,현대 유니콘스,,1969.0,8.0,29.0,Pitcher,Right,False,Right,0.0,0.0,원광대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
92914,김유진,쌍방울 레이더스,20.0,1969.0,6.0,25.0,Pitcher,Right,False,Right,184.0,85.0,충암고-단국대-LG-쌍방울,,,,,,,,,,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
92915,민원기,LG 트윈스,,1969.0,7.0,5.0,Pitcher,Left,False,Left,0.0,0.0,홍익대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93112,김정민,LG 트윈스,73.0,1970.0,3.0,15.0,,Right,False,Right,184.0,83.0,가양초-한밭중-북일고-영남대-LG,,,9200.0,만원,,,,93.0,LG,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
93121,강봉수,한화 이글스,,1971.0,12.0,9.0,Pitcher,Left,False,Left,0.0,0.0,중앙대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93122,당신상,LG 트윈스,,1970.0,10.0,15.0,Catcher,Right,False,Right,0.0,0.0,단국대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93125,박재호,LG 트윈스,,1971.0,2.0,1.0,Outfielder,Right,False,Right,0.0,0.0,중앙대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93136,김경하,해태 타이거즈,,1970.0,10.0,10.0,Outfielder,Right,False,Right,0.0,0.0,고려대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93147,이상훈,LG 트윈스,47.0,1971.0,3.0,11.0,,Left,False,Left,180.0,90.0,신길초-강남중-서울고-고려대-LG-SK,,,8000.0,만원,,,,93.0,LG,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
93150,최규하,LG 트윈스,,1970.0,10.0,10.0,Infielder,Right,False,Right,0.0,0.0,고려대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93154,김태민,LG 트윈스,,1971.0,10.0,9.0,Outfielder,Right,False,Right,0.0,0.0,호주 RMIT대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93155,김혁섭,LG 트윈스,55.0,1974.0,5.0,5.0,Pitcher,Right,False,Right,181.0,80.0,동대문상고,,,2600.0,만원,,,,,,"Contract Payment (14, 15):    Draft (18, 19, 20):    Join (21, 22):    "
93156,조한철,쌍방울 레이더스,,1970.0,8.0,17.0,Pitcher,Right,False,Right,0.0,0.0,경남대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93166,최승민,쌍방울 레이더스,66.0,1974.0,3.0,21.0,Pitcher,Right,False,Right,185.0,83.0,배재고-LG,,,,,,,,,,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
93201,황일권,OB 베어스,,1969.0,6.0,9.0,Infielder,Right,False,Right,0.0,0.0,한양대,,,,,,,,,,"Number (3):    Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
